age,workclass,marital-status,relationship,sex,income>50K,hours-per-week,occupation,education-num,race,native-country,capital-gain,capital-loss,fnlwgt
35,8,0,2,1,0,79,14,6,0,0,0,0,3
25,4,0,2,1,1,39,8,12,0,0,0,0,16
34,2,0,2,1,1,59,5,14,0,0,0,37,30
41,0,0,2,1,1,49,10,8,4,0,7,0,14
10,0,2,3,0,0,39,4,10,0,0,0,0,10
22,8,0,2,1,0,34,14,8,0,0,0,0,11
6,0,2,5,0,0,39,8,11,4,0,0,0,10
3,0,2,5,0,1,39,1,9,0,0,2,0,2
21,8,0,0,0,1,39,5,12,0,0,0,0,16
8,0,2,1,0,0,37,6,9,4,0,0,0,9
18,0,1,5,0,0,37,2,9,4,0,0,0,9
4,0,2,5,0,0,81,10,4,4,0,0,0,12
15,0,3,5,1,0,39,5,9,0,0,0,0,14
4,8,2,3,1,0,39,14,8,0,0,0,0,17
24,0,1,5,0,0,34,8,8,0,0,0,0,8
43,0,0,2,1,1,39,5,12,0,0,0,31,23
17,0,2,3,1,0,39,1,10,0,0,0,0,18
17,0,0,2,1,1,39,4,13,0,0,0,0,17
17,0,1,3,1,0,49,0,9,0,0,0,0,11
55,1,0,0,0,1,97,3,10,0,0,0,0,3
23,0,0,2,1,0,44,3,9,0,0,0,0,8
18,0,1,3,0,0,64,10,8,0,0,0,0,13
6,0,2,1,1,0,39,2,8,0,0,0,0,14
43,8,0,2,1,0,19,14,3,0,0,0,0,12
24,0,2,3,1,0,43,7,12,0,0,0,0,12
23,0,1,3,1,0,32,10,10,0,0,0,0,6
7,0,2,1,1,0,39,0,10,0,0,0,0,16
14,0,0,2,1,0,39,1,8,0,25,0,0,26
22,0,3,5,0,0,34,2,6,2,0,0,0,7
13,8,4,3,1,1,34,4,9,0,0,0,0,16
30,0,0,2,1,0,39,7,8,0,0,0,0,15
2,0,2,1,0,0,29,2,9,4,0,0,0,9
28,8,0,2,1,0,39,5,13,0,0,0,0,10
17,5,0,2,1,1,44,5,14,0,0,0,0,8
3,0,2,1,0,0,39,5,12,0,0,0,0,7
20,0,0,2,1,0,39,7,10,0,0,0,0,14
22,0,0,2,1,0,39,7,8,0,0,0,0,5
10,0,1,1,0,0,24,2,8,0,0,0,0,5
77,4,2,3,0,0,39,5,12,0,0,0,0,6
7,0,2,3,0,0,39,2,3,0,0,0,0,11
12,0,4,5,0,0,49,4,8,0,0,0,0,50
30,0,0,0,0,0,24,8,8,0,0,0,0,13
1,0,2,1,0,0,19,8,9,0,0,0,0,15
25,0,0,2,1,0,47,3,8,0,0,0,0,12
7,0,2,1,0,0,39,2,8,0,0,0,0,6
12,1,2,3,1,0,59,5,13,0,0,0,77,22
14,4,0,2,1,0,44,4,9,0,0,0,0,15
27,0,1,5,0,0,29,8,9,0,0,0,0,7
40,1,0,2,1,0,59,9,4,0,0,0,0,11
40,4,1,3,1,0,39,12,10,0,0,0,0,13
3,8,2,1,1,0,11,14,8,0,0,0,0,2
4,0,2,3,0,0,39,8,9,0,0,0,0,10
15,0,0,2,1,0,47,3,8,0,0,0,0,25
7,0,2,3,0,0,39,3,12,0,0,0,0,7
24,1,4,5,0,0,13,2,0,0,0,0,0,12
35,1,0,2,1,0,71,9,6,0,0,0,0,17
54,0,0,2,1,0,44,3,11,0,0,0,0,14
35,0,0,2,1,1,39,5,9,0,0,0,0,15
18,0,0,2,1,0,49,5,12,0,0,0,0,16
43,0,4,3,1,0,39,1,10,0,0,0,0,2
18,0,0,2,1,0,39,0,12,0,0,0,0,17
23,0,1,5,0,0,37,4,9,0,0,0,0,12
25,4,1,3,0,0,37,5,3,0,0,0,0,8
16,8,0,2,1,0,49,1,8,0,5,0,0,12
9,0,2,1,0,0,14,3,12,0,20,0,0,11
24,0,1,3,1,0,39,7,6,0,0,0,0,27
30,0,0,2,1,1,31,1,5,4,28,0,0,15
15,3,5,3,0,0,24,8,8,0,0,0,0,8
35,5,1,3,0,0,39,5,12,0,0,0,0,9
55,1,0,2,1,0,59,3,12,0,0,0,0,21
16,0,1,3,1,0,39,10,9,0,0,0,0,19
12,0,2,3,1,0,49,7,8,4,0,2,0,15
39,0,0,2,1,0,59,2,9,0,0,0,0,11
9,0,2,4,0,0,39,7,9,4,28,0,0,13
38,2,0,2,1,0,39,7,8,0,0,0,0,12
21,0,0,2,1,1,39,7,8,0,0,7,0,4
57,1,0,2,1,0,47,1,8,0,0,0,0,1
30,3,2,3,1,0,39,8,9,0,0,0,0,2
19,0,0,2,1,0,39,1,11,4,41,15,0,6
27,2,2,3,1,1,23,11,12,0,0,0,0,10
11,0,0,2,1,0,39,0,9,0,0,0,0,9
40,0,0,2,1,1,54,5,14,0,0,0,0,1
31,0,0,2,1,1,39,1,9,0,0,0,0,19
8,8,2,4,0,0,39,14,9,0,0,0,0,30
24,0,0,2,1,0,39,7,2,0,0,0,0,9
8,2,2,3,0,0,9,3,9,0,0,0,0,9
4,0,2,1,0,0,79,4,11,4,0,0,0,11
20,0,0,2,1,1,49,5,12,0,0,0,0,2
37,8,0,0,0,1,31,14,9,0,0,7,0,12
27,0,0,2,1,0,39,1,8,0,0,0,0,13
21,0,0,0,0,0,49,4,13,0,0,0,0,24
5,0,2,1,0,0,34,8,8,3,0,0,0,8
2,8,2,1,1,0,47,14,8,4,0,0,0,8
32,0,0,2,1,0,39,1,8,0,0,0,0,32
17,0,0,0,0,0,39,8,9,0,0,0,0,11
45,0,0,2,1,0,39,4,12,0,0,0,0,8
13,0,0,2,1,1,49,5,13,0,0,0,0,2
3,0,2,4,0,0,39,10,8,0,0,0,0,14
6,0,2,3,1,0,44,3,8,0,0,0,0,16
5,8,2,3,0,0,79,14,5,0,0,0,0,3
28,8,2,3,1,0,34,14,9,0,0,0,0,9
23,0,0,2,1,0,39,7,8,0,0,0,0,7
9,0,2,3,0,0,39,8,12,0,0,0,0,25
6,8,2,3,0,0,69,14,9,0,0,0,0,0
15,0,2,3,1,0,39,1,8,4,0,0,0,15
14,1,0,2,1,0,39,1,10,0,0,0,0,4
22,0,0,2,1,0,44,1,14,0,0,0,0,12
33,0,1,3,0,1,39,3,8,0,0,27,0,11
7,0,2,1,1,0,39,1,1,0,20,0,0,10
6,0,2,1,1,0,39,8,9,0,0,0,0,19
36,3,0,2,1,1,49,10,9,0,0,0,38,18
42,5,1,5,1,0,39,10,9,0,0,0,0,17
30,0,1,3,0,0,34,8,12,0,0,0,0,7
30,0,0,2,1,0,49,4,12,0,0,0,0,11
22,0,1,3,1,0,39,6,10,0,0,0,0,13
23,8,0,2,1,0,36,14,9,0,31,0,0,9
17,0,0,2,1,1,39,5,12,0,0,0,0,12
42,1,0,2,1,1,69,8,8,0,0,0,0,1
37,0,1,5,0,0,39,4,8,0,0,0,0,23
41,1,0,2,1,0,39,1,9,4,0,0,0,5
13,0,0,2,1,0,39,8,8,0,0,0,0,8
22,0,1,5,0,0,49,5,9,0,0,0,0,14
3,8,2,1,1,0,24,14,10,0,0,0,0,1
29,1,0,2,1,0,54,1,8,0,0,0,0,13
13,0,2,3,1,0,39,6,5,4,0,0,0,23
56,4,4,3,0,0,29,9,8,0,0,0,32,10
35,0,1,5,1,0,39,2,8,4,0,0,0,19
33,0,1,5,1,0,29,10,3,2,0,0,0,14
11,0,2,5,0,0,36,11,10,0,0,0,0,3
19,0,2,3,1,0,34,2,8,0,0,0,0,6
30,0,0,2,1,0,39,2,8,0,0,0,0,4
52,4,4,1,0,0,39,10,8,0,0,0,0,9
5,0,2,1,0,0,34,8,12,0,0,0,0,1
12,0,2,1,1,0,39,6,7,0,0,0,0,8
4,0,2,1,0,0,21,2,6,0,0,0,0,20
41,8,1,3,1,0,39,14,6,0,0,0,0,8
12,0,2,3,1,0,49,1,8,0,0,0,0,8
32,0,0,2,1,0,49,4,9,3,20,0,0,12
22,0,2,3,1,0,51,1,8,0,31,0,0,17
23,0,0,2,1,0,39,7,6,0,12,0,0,12
33,0,0,2,1,0,39,1,9,0,0,0,34,8
46,1,0,2,1,0,39,9,8,0,0,0,0,5
26,4,0,2,1,0,39,10,12,0,0,0,0,26
12,4,2,3,1,0,39,12,8,0,0,8,0,9
34,0,1,5,0,0,39,8,8,0,0,0,0,14
12,0,0,2,1,0,39,0,11,0,0,0,0,15
21,0,0,0,0,1,39,4,8,0,0,0,0,10
34,0,0,0,0,0,39,5,8,0,0,0,0,12
24,0,1,3,0,0,39,8,8,0,0,0,0,17
15,0,2,3,1,0,59,5,15,0,0,0,0,3
26,1,0,2,1,0,69,9,8,0,0,0,0,5
15,4,2,3,1,0,44,10,8,0,0,0,0,9
29,4,0,2,1,0,34,10,6,0,0,0,0,16
18,0,0,2,1,0,39,8,9,0,0,0,0,11
18,2,0,2,1,0,49,4,8,0,0,0,0,18
8,0,2,3,0,0,39,0,8,4,0,0,0,14
22,0,0,0,0,0,24,8,9,0,0,0,0,9
22,0,1,1,1,0,29,2,9,0,0,1,0,4
18,0,0,2,1,0,39,1,9,0,18,3,0,4
41,4,0,2,1,0,39,12,10,0,0,0,0,10
32,3,1,5,1,1,54,5,8,0,0,0,0,9
5,5,2,3,1,0,39,12,8,0,0,0,0,11
2,0,2,1,0,0,19,2,5,0,0,0,0,5
5,0,2,1,0,0,19,3,9,0,0,0,0,6
31,0,0,2,1,0,39,7,3,0,0,0,0,16
24,0,0,2,1,1,59,4,13,0,0,0,0,47
7,0,2,5,0,0,39,3,8,4,0,0,0,18
26,4,2,3,0,0,69,0,9,0,0,0,0,19
15,0,0,2,1,0,37,6,9,1,15,0,0,22
24,0,4,3,0,0,41,2,0,0,20,0,0,19
1,8,2,4,0,0,15,14,9,0,0,0,0,5
15,0,0,2,1,1,39,5,15,0,0,0,0,6
32,4,1,3,0,0,39,4,9,0,0,0,0,10
19,0,0,2,1,0,59,10,5,3,0,0,0,20
19,0,1,5,0,0,49,5,13,0,0,2,0,11
13,0,2,3,0,0,11,8,9,0,0,0,0,10
8,0,2,1,1,0,39,5,12,1,7,0,0,0
33,4,0,2,1,0,39,1,9,0,0,0,0,4
7,0,3,5,1,0,39,3,8,0,0,0,0,14
26,0,0,2,1,1,39,5,13,0,0,0,0,6
7,4,2,1,1,0,39,3,8,0,0,0,0,12
28,0,2,3,1,0,49,1,9,0,0,0,0,7
43,0,0,2,1,1,44,5,9,0,0,0,0,12
30,0,4,3,0,0,39,2,8,0,0,0,0,10
3,8,2,1,0,0,39,14,8,0,0,0,0,23
10,3,2,3,0,0,39,7,8,4,0,0,0,18
21,2,0,2,1,1,59,3,10,0,0,0,0,14
3,8,2,1,1,0,24,14,8,1,12,0,0,4
30,0,1,3,0,0,39,5,10,1,0,0,0,16
3,0,2,1,1,0,39,3,8,0,0,0,0,10
24,5,1,4,1,0,36,8,8,0,31,0,0,18
22,0,0,2,1,0,39,10,9,0,0,0,0,11
52,1,0,2,1,1,39,4,9,0,0,0,0,12
12,3,0,2,1,1,49,12,9,4,28,0,0,4
35,0,0,2,1,0,54,7,5,0,0,0,0,5
27,0,1,3,1,0,59,3,8,0,0,0,0,12
3,0,2,1,0,0,21,3,8,0,0,0,0,21
40,1,4,5,0,0,39,1,8,0,0,0,0,14
4,0,2,1,0,0,9,2,9,0,0,0,0,8
23,0,0,2,1,0,44,1,8,1,0,0,0,9
11,0,2,1,0,0,19,3,9,0,0,2,0,20
5,8,2,3,1,0,39,14,3,0,0,0,0,20
32,8,1,4,0,0,19,14,6,4,0,0,0,14
37,0,0,2,1,0,39,3,12,1,11,0,0,9
7,0,2,1,0,0,24,3,6,0,0,0,0,5
14,0,0,0,0,1,37,5,8,0,0,0,0,10
41,0,4,3,0,0,51,8,3,0,0,0,0,15
48,0,5,3,1,0,39,2,9,0,0,0,0,2
26,3,0,2,1,1,39,5,12,0,0,0,0,7
5,0,2,1,0,0,39,8,9,0,0,0,0,2
1,0,2,1,1,0,34,3,12,0,0,0,0,11
37,4,0,2,1,1,39,5,13,0,0,0,0,8
27,4,0,2,1,1,39,1,8,0,0,0,0,5
20,0,0,2,1,1,39,1,12,0,0,0,0,3
63,0,1,3,0,0,39,2,12,4,0,0,0,11
31,0,0,2,1,1,49,8,10,0,0,0,0,22
10,0,2,5,0,0,39,5,13,0,0,0,0,10
18,0,0,2,1,1,39,5,12,0,0,0,0,11
52,0,4,5,0,0,39,2,8,0,0,0,0,6
22,0,0,2,1,0,59,3,12,0,41,0,0,14
16,0,0,2,1,1,39,1,12,0,3,15,0,2
40,0,0,2,1,0,39,6,5,0,0,0,0,7
19,0,0,0,0,1,39,7,6,4,0,6,0,22
30,0,0,4,0,0,44,10,8,0,0,0,0,8
40,2,0,2,1,0,69,4,13,0,0,4,0,15
30,0,1,5,0,0,34,5,13,0,0,0,0,13
10,4,2,1,0,0,19,5,6,0,37,0,0,1
3,0,2,1,1,0,39,7,8,0,12,0,31,9
18,0,0,2,1,1,39,0,8,0,0,0,0,13
22,0,1,5,1,0,39,1,4,4,0,0,0,12
33,5,0,2,1,0,39,5,8,0,0,0,0,12
51,2,0,2,1,1,59,4,9,0,0,0,0,24
10,1,2,3,1,0,39,10,8,0,0,0,0,11
21,0,0,2,1,1,34,4,14,0,0,0,38,52
28,4,0,2,1,1,44,5,13,0,0,0,0,17
12,4,1,3,1,0,37,8,8,0,0,0,0,2
57,0,0,2,1,1,39,3,9,1,0,0,0,18
9,0,2,4,1,0,47,6,8,0,0,0,0,8
21,0,0,2,1,0,39,1,10,0,0,0,0,4
19,0,2,3,0,0,49,9,11,0,0,0,0,14
29,0,0,2,1,0,49,3,8,0,0,0,0,10
36,1,0,2,1,0,11,3,9,0,0,0,0,22
12,0,2,3,1,0,80,5,15,0,0,0,0,6
30,0,1,3,1,0,46,1,8,0,0,0,0,17
5,0,2,1,1,0,19,9,8,0,0,0,0,3
41,1,0,2,1,0,69,1,10,0,20,0,0,11
3,0,2,1,0,0,19,8,6,0,0,0,0,14
50,0,0,2,1,0,39,4,9,0,0,0,0,5
34,0,0,2,1,1,49,5,11,1,15,0,38,9
13,0,2,3,1,0,44,4,9,0,0,0,0,12
18,0,0,0,0,0,27,2,12,0,0,0,0,11
27,3,0,2,1,0,39,5,4,0,0,0,0,6
17,0,5,3,1,1,39,1,10,4,0,0,0,3
51,0,0,2,1,1,39,1,6,0,0,3,0,15
3,8,2,4,1,0,77,14,12,0,0,0,0,50
25,0,2,3,1,0,59,5,13,0,0,0,0,8
18,0,1,3,0,0,39,2,10,0,0,0,0,6
12,0,0,2,1,1,39,3,9,0,0,0,0,17
8,0,0,2,1,0,39,12,7,0,0,0,0,22
5,0,2,1,0,0,39,8,9,0,0,0,0,9
11,0,0,2,1,0,39,10,8,0,0,0,0,14
1,0,2,3,1,0,39,6,12,0,0,0,0,22
23,8,0,2,1,0,39,14,4,0,0,0,0,1
31,0,0,4,1,0,39,1,8,0,0,0,0,13
7,0,2,1,1,0,39,1,11,0,12,0,0,8
18,0,1,3,0,0,44,1,12,0,0,0,0,22
17,0,1,1,0,0,47,14,9,0,0,1,0,5
13,3,1,5,1,0,39,1,8,0,0,0,0,8
21,5,0,0,0,1,39,5,12,0,0,0,0,13
28,1,0,2,1,1,54,5,12,0,0,7,0,14
22,0,0,2,1,0,39,3,9,0,0,0,0,10
15,5,2,1,0,0,9,5,13,0,0,0,0,6
18,0,2,3,0,0,39,3,12,0,0,0,0,6
31,0,0,2,1,1,39,7,9,0,0,0,0,11
6,0,2,1,1,0,29,2,8,4,0,0,0,6
40,2,0,2,1,0,39,4,8,0,0,0,0,27
32,5,0,2,1,0,34,5,12,0,0,0,0,13
17,0,0,2,1,0,44,10,8,0,0,0,0,4
23,4,0,0,0,1,39,5,13,0,3,0,3,8
34,0,0,2,1,0,39,2,3,0,0,0,0,12
8,0,0,2,1,0,39,6,10,0,0,0,0,8
30,3,3,3,1,0,49,0,9,4,0,0,0,12
8,0,2,3,0,0,42,3,12,0,0,0,0,25
2,0,2,1,0,0,53,4,15,0,20,0,0,11
11,0,0,2,1,0,34,5,12,0,0,0,0,16
20,1,0,2,1,0,39,9,8,0,0,0,0,6
31,4,0,2,1,1,39,12,8,0,16,0,0,19
20,0,2,1,1,0,39,4,9,0,0,0,0,2
35,0,2,3,1,1,39,1,8,0,0,8,0,16
46,0,2,3,0,0,24,8,12,4,0,2,0,76
23,0,2,4,1,0,39,2,8,0,0,0,0,0
21,1,2,3,1,0,34,2,8,0,0,0,0,18
46,0,1,3,0,0,49,8,12,0,40,0,0,10
14,4,0,2,1,1,39,4,12,0,0,0,0,15
29,0,0,2,1,0,49,8,10,0,0,0,0,6
22,0,0,2,1,0,39,2,8,0,0,0,0,11
27,3,1,3,0,0,39,8,8,0,0,0,0,11
25,0,2,1,1,0,39,7,9,0,0,0,0,11
18,1,0,2,1,0,34,5,8,0,0,0,0,12
33,0,0,2,1,1,44,4,12,0,0,0,0,15
21,0,3,3,0,0,39,8,8,0,0,0,0,25
29,0,0,2,1,0,39,1,8,0,6,0,0,16
23,0,0,2,1,1,39,1,11,0,0,7,0,8
7,0,2,3,1,0,18,3,9,0,0,0,0,13
44,0,1,1,0,0,39,2,8,0,0,0,0,8
13,0,2,1,1,0,19,3,8,0,0,0,0,30
25,0,0,2,1,0,39,1,8,0,0,0,0,7
6,0,0,2,1,0,47,3,9,0,0,0,0,9
23,0,2,3,1,0,39,4,8,0,20,0,0,1
44,1,4,5,1,1,64,3,12,0,36,0,0,1
13,0,0,0,0,0,39,8,8,0,0,0,0,10
30,0,0,2,1,0,44,6,8,0,0,0,0,11
6,0,2,4,1,0,27,2,8,1,0,0,0,12
31,0,0,2,1,1,39,12,8,0,0,0,0,20
1,0,2,1,0,0,24,6,8,4,0,0,0,21
20,0,2,5,0,0,39,2,8,3,2,0,0,11
39,0,4,5,0,0,39,8,12,0,0,0,0,6
23,0,2,5,1,0,39,1,8,0,0,0,0,20
20,5,0,2,1,0,47,4,12,0,0,0,0,1
40,2,0,2,1,1,24,5,9,0,0,5,0,11
6,8,2,1,0,0,39,14,8,0,0,0,0,8
24,0,2,3,0,0,59,4,8,0,0,0,0,59
8,0,2,3,0,0,5,2,9,0,0,0,0,9
44,0,2,3,0,0,39,5,12,0,0,0,0,13
37,0,0,2,1,0,82,7,8,0,0,0,0,5
6,0,2,1,1,0,39,1,9,0,0,0,0,1
24,0,1,3,0,0,39,7,12,0,0,0,0,14
25,0,3,3,0,0,49,9,8,4,0,0,0,15
7,0,2,1,0,0,39,9,10,0,0,99,0,17
31,4,1,5,0,0,59,5,12,0,0,0,0,20
16,0,1,5,0,0,51,5,12,0,20,0,0,13
18,0,0,2,1,0,39,7,4,0,0,0,0,2
33,4,0,2,1,0,43,1,8,0,0,0,34,15
22,0,2,3,0,0,39,7,8,0,0,0,0,11
28,2,1,3,1,0,69,2,12,0,0,0,0,15
7,0,2,3,1,0,31,6,8,0,0,0,0,17
52,0,0,2,1,1,39,1,8,4,0,0,0,13
9,5,2,1,0,0,39,4,8,0,0,0,0,9
24,0,0,2,1,0,39,1,4,0,0,0,0,1
43,0,2,1,1,0,39,9,12,4,0,0,0,25
11,2,0,2,1,1,39,3,13,0,0,99,38,22
29,8,0,2,1,0,39,14,8,0,0,0,0,13
8,8,2,1,1,0,24,14,8,0,41,0,0,8
51,8,0,2,1,0,29,14,8,0,16,0,0,19
11,1,0,2,1,0,59,9,6,0,0,0,0,21
53,1,0,2,1,0,69,3,8,0,0,0,0,17
11,0,0,2,1,0,39,5,13,0,0,0,0,25
37,0,0,2,1,1,39,4,12,0,0,0,0,26
14,1,2,3,1,0,39,9,3,0,0,0,0,2
30,1,5,3,1,0,39,4,8,4,0,0,0,13
11,0,1,5,0,0,39,4,9,0,0,0,0,9
50,1,0,2,1,1,59,5,9,0,23,0,0,13
28,1,0,2,1,0,69,9,8,0,0,0,0,16
34,0,0,2,1,0,59,1,8,0,0,0,0,12
7,0,2,1,0,0,19,2,9,0,0,0,0,19
31,3,2,3,1,0,39,8,10,0,0,0,0,10
32,0,0,2,1,0,39,7,8,4,0,0,0,7
39,0,0,2,1,0,39,1,8,0,0,0,0,11
19,0,0,0,0,0,27,8,4,0,0,0,0,8
11,0,2,1,0,0,39,8,9,0,0,0,0,5
28,0,1,5,1,0,39,2,8,0,0,0,0,1
46,8,0,2,1,0,59,14,9,0,12,0,0,2
15,0,2,3,1,1,49,5,12,0,0,0,0,18
21,4,0,2,1,1,34,5,13,0,0,0,0,11
33,0,5,3,1,0,39,2,8,0,0,0,0,1
25,0,0,2,1,1,39,5,13,0,0,3,0,12
53,0,1,5,0,0,39,1,8,0,0,0,0,18
30,0,3,5,0,1,44,3,13,0,0,51,0,10
14,0,0,2,1,0,39,1,1,0,0,0,0,5
8,0,0,2,1,0,39,4,13,0,0,0,0,15
6,0,2,5,0,0,39,7,5,4,0,0,0,12
35,0,0,0,0,1,23,0,6,0,0,0,0,9
12,1,2,3,0,0,9,2,3,0,0,0,0,26
6,0,2,3,1,0,47,0,6,4,0,0,0,6
28,0,0,2,1,1,42,10,12,0,0,0,0,10
29,0,1,5,1,0,39,2,1,0,0,2,0,7
13,0,2,1,1,0,39,6,8,0,0,0,0,10
3,0,2,1,1,0,39,1,9,0,0,0,0,5
22,0,5,3,1,0,39,9,8,4,0,0,0,33
48,0,4,5,0,0,31,5,7,0,0,0,0,5
8,0,2,5,0,0,39,8,8,0,0,0,0,9
3,8,2,1,0,0,24,14,10,0,0,0,0,6
29,0,0,2,1,0,49,5,12,0,0,0,0,7
47,0,1,5,0,1,39,4,12,0,0,0,0,9
13,0,0,2,1,1,41,1,8,0,0,0,0,15
7,0,2,1,0,0,15,3,6,0,0,0,0,14
6,1,0,2,1,0,49,3,8,0,0,0,0,12
23,0,1,3,1,1,39,0,7,0,0,0,38,10
47,8,0,2,1,1,39,14,10,0,0,0,0,5
57,5,5,3,0,0,7,14,8,0,0,0,0,9
25,0,2,3,1,0,54,3,8,0,0,0,0,7
19,0,0,2,1,0,49,10,8,0,0,0,0,18
21,0,0,2,1,1,49,5,13,0,0,0,0,13
18,1,0,2,1,0,9,0,9,0,0,0,0,11
21,0,1,5,0,0,39,8,9,0,41,0,0,17
0,8,4,5,0,0,7,14,1,0,0,0,0,7
44,1,0,2,1,0,39,1,3,0,0,0,0,19
22,0,0,2,1,1,49,4,12,0,0,0,0,4
17,0,0,0,0,1,39,5,13,0,0,0,0,10
18,0,0,0,0,0,39,8,9,0,0,0,0,7
15,5,0,2,1,0,39,1,9,0,0,0,0,11
15,0,2,3,0,0,59,9,12,0,0,0,0,17
20,2,0,2,1,1,39,5,15,0,0,0,39,10
39,0,0,2,1,0,44,8,12,0,0,0,0,12
38,1,0,2,1,1,54,3,8,0,0,0,0,23
1,4,2,1,1,0,39,6,6,0,0,0,0,12
40,1,1,3,0,0,34,3,8,0,0,0,0,1
20,0,0,0,0,0,5,1,6,0,0,0,0,16
20,0,0,0,0,1,39,2,12,0,0,0,0,6
7,0,2,3,0,0,39,8,8,0,0,0,0,23
27,0,0,2,1,0,51,10,9,0,0,0,0,9
8,0,2,3,1,0,39,3,9,0,0,0,34,8
16,0,0,1,1,0,39,4,9,0,0,0,0,11
55,1,0,2,1,1,49,9,9,0,0,7,37,22
4,0,2,1,1,0,19,3,9,0,0,0,0,11
27,0,0,2,1,0,59,4,11,0,0,0,0,9
23,0,0,4,1,0,49,10,12,4,0,0,0,10
3,0,2,4,1,0,39,6,2,0,0,0,0,9
19,1,0,2,1,0,39,1,8,0,0,0,0,9
20,0,1,5,0,0,39,4,8,0,0,0,0,19
39,0,1,3,1,0,39,12,11,0,0,0,0,22
38,0,1,3,0,0,39,4,9,0,0,0,0,10
27,0,0,0,0,0,24,1,9,0,38,7,0,4
4,0,3,4,0,0,15,2,9,0,0,0,0,4
34,0,2,3,0,0,39,2,8,0,0,0,0,15
19,0,0,2,1,1,19,3,9,0,0,0,0,13
22,3,0,2,1,0,39,5,10,0,35,4,0,2
40,0,0,2,1,1,54,5,12,0,0,0,0,15
25,0,3,3,1,1,24,3,4,0,0,6,0,17
18,0,0,2,1,1,59,10,8,0,0,0,0,19
27,0,2,1,0,0,19,2,6,0,0,0,0,16
11,0,2,4,0,0,29,2,8,4,0,1,0,12
32,0,0,0,0,1,39,7,8,4,0,0,0,7
19,0,1,3,0,0,49,2,5,0,0,0,0,8
14,0,0,2,1,0,64,2,5,0,0,0,0,14
16,0,0,0,0,0,39,1,8,0,0,0,0,5
22,0,0,2,1,0,42,3,8,0,0,2,0,10
31,0,0,2,1,0,79,2,8,0,0,0,0,9
19,5,0,2,1,0,49,8,8,0,0,0,0,9
31,0,4,3,0,0,34,3,13,0,0,0,0,10
52,0,0,2,1,0,39,4,9,0,0,0,0,8
45,8,1,3,1,0,29,14,9,0,0,0,0,18
32,0,1,3,0,0,39,1,8,0,0,0,0,7
3,8,2,3,0,0,45,14,12,0,0,0,0,1
17,0,2,5,0,0,39,8,9,4,0,0,0,10
30,0,2,5,0,0,39,3,8,4,0,0,0,14
17,0,2,3,1,0,39,2,8,0,0,0,0,7
23,2,2,3,0,0,19,2,5,0,0,0,0,12
31,0,2,3,1,0,44,4,12,0,0,0,0,12
7,0,2,3,1,0,49,9,8,0,0,0,0,12
7,4,2,5,0,0,39,8,9,0,0,0,0,7
21,0,1,3,0,0,47,8,9,0,17,27,0,3
23,0,1,3,0,0,39,7,13,0,0,0,0,9
25,0,0,2,1,1,49,1,1,0,0,0,0,12
30,0,0,2,1,0,39,1,8,0,0,0,0,10
9,0,0,0,0,0,39,8,8,0,0,0,0,14
30,0,1,3,0,1,44,4,12,0,0,0,0,7
14,0,2,3,1,0,49,1,12,0,0,0,0,28
2,0,0,2,1,0,39,7,8,0,20,0,0,7
37,5,1,3,1,0,39,5,13,0,0,0,0,5
20,0,4,3,0,0,34,4,8,0,0,0,0,6
18,5,0,2,1,0,39,5,13,0,0,0,0,12
22,0,2,3,1,0,75,1,9,0,0,0,0,10
7,3,2,5,0,0,39,7,8,0,0,0,0,10
24,0,3,3,1,1,15,9,4,0,0,0,0,18
50,1,0,2,1,1,59,1,8,0,0,0,0,17
23,0,2,3,1,0,39,1,7,4,0,0,0,23
33,2,0,2,1,0,39,8,8,0,0,0,34,14
29,0,2,3,1,0,44,3,8,0,0,0,0,2
14,0,2,5,0,0,44,4,12,0,0,0,0,7
41,5,0,2,1,1,49,4,8,0,0,0,0,15
21,0,0,2,1,0,39,7,8,0,0,0,0,21
15,0,2,1,1,0,19,2,9,0,0,0,29,9
13,0,2,1,0,0,39,3,9,0,0,27,0,12
14,8,2,3,1,0,83,14,9,0,0,2,34,25
42,3,0,2,1,1,39,4,8,0,0,0,0,25
47,4,2,3,0,0,19,8,8,0,0,0,0,10
6,0,0,2,1,0,44,4,12,0,0,0,0,12
28,1,0,2,1,0,49,4,8,0,0,0,0,8
14,0,2,1,1,0,29,10,7,0,0,0,0,11
4,0,2,1,0,0,39,8,9,1,15,0,0,13
33,0,4,1,1,0,34,6,9,0,0,0,0,9
30,2,0,2,1,1,49,3,12,0,0,0,0,12
12,0,0,2,1,0,45,10,9,0,0,0,0,1
59,8,4,5,0,0,39,14,8,0,41,0,0,4
7,5,2,1,1,0,39,10,7,0,4,0,0,7
26,0,2,3,1,0,39,1,5,0,0,0,0,16
24,0,0,2,1,1,39,4,12,0,0,0,0,14
29,0,0,2,1,0,39,3,9,0,0,0,0,14
16,1,1,5,0,0,29,5,8,0,0,0,0,18
8,0,2,4,0,0,29,7,8,4,0,0,0,11
9,0,0,2,1,0,44,1,11,0,0,0,0,15
11,0,2,3,1,0,19,0,8,0,0,0,0,20
28,0,0,2,1,1,59,4,13,0,0,0,0,9
13,0,0,2,1,0,29,10,3,0,16,0,0,10
47,8,2,3,1,0,70,14,6,0,0,0,0,7
23,0,0,2,1,0,44,10,8,0,0,0,0,17
